survey_id,customer_id,survey_date,survey_type,nps_score,satisfaction_score,ease_of_use,would_recommend,payment_method_used
SRV000702,CUST00388,2024-05-16,Post-Purchase,,5,5,Yes,Mastercard
SRV000703,CUST00605,2022-01-22,NPS,2.0,4,4,No,Debit
SRV000704,CUST00524,2023-01-24,NPS,3.0,3,4,Yes,Mastercard
SRV000705,CUST00204,2022-10-10,NPS,6.0,4,3,Yes,Mastercard
SRV000706,CUST00822,2022-09-23,Post-Purchase,,5,5,Yes,Visa
SRV000707,CUST00279,2024-01-09,NPS,4.0,3,3,Yes,Visa
SRV000708,CUST00827,2022-07-15,Post-Purchase,,4,1,Maybe,Visa
SRV000709,CUST00974,2022-08-18,Post-Purchase,,4,2,Yes,Gift Card
SRV000710,CUST00780,2023-07-29,Annual,,4,3,Yes,Visa
SRV000711,CUST00859,2023-04-06,Post-Purchase,,4,4,No,Mastercard
SRV000712,CUST00018,2022-12-02,Post-Purchase,,3,3,No,Visa
SRV000713,CUST00655,2024-10-05,Post-Purchase,,4,2,No,Mastercard
SRV000714,CUST00604,2024-10-12,Post-Purchase,,4,3,Yes,Mastercard
SRV000715,CUST00548,2023-12-06,Annual,,4,1,No,Mastercard
SRV000716,CUST00025,2022-12-28,Post-Purchase,,5,5,Yes,Mastercard
SRV000717,CUST00109,2023-10-05,Post-Purchase,,2,2,No,Debit
SRV000718,CUST00935,2023-11-05,NPS,2.0,4,4,No,Visa
SRV000719,CUST00347,2022-09-11,Post-Purchase,,4,5,Yes,Mastercard
SRV000720,CUST00013,2022-03-07,Post-Purchase,,5,3,Yes,Mastercard
SRV000721,CUST00860,2024-04-27,Post-Purchase,,5,2,No,Mastercard
SRV000722,CUST00029,2023-11-15,Post-Purchase,,4,5,Yes,Mastercard
SRV000723,CUST00672,2024-03-24,Post-Purchase,,4,4,No,Mastercard
SRV000724,CUST00497,2024-03-20,NPS,9.0,5,1,Yes,Visa
SRV000725,CUST00077,2022-09-23,Post-Purchase,,5,2,No,Mastercard
SRV000726,CUST00465,2022-08-17,Post-Purchase,,4,3,No,Visa
SRV000727,CUST00522,2023-10-25,Post-Purchase,,3,1,Yes,Cash
SRV000728,CUST00137,2023-07-03,NPS,10.0,4,5,No,Debit
SRV000729,CUST00705,2023-10-01,NPS,7.0,3,3,Yes,Debit
SRV000730,CUST00346,2024-10-04,NPS,10.0,4,4,Yes,Mastercard
SRV000731,CUST00323,2023-07-20,Annual,,2,1,Yes,Mastercard
SRV000732,CUST00016,2022-12-17,NPS,9.0,3,4,Maybe,Mastercard
SRV000733,CUST00436,2022-03-22,NPS,9.0,5,4,Yes,Mastercard
SRV000734,CUST00110,2024-08-01,NPS,6.0,5,3,Maybe,Mastercard
SRV000735,CUST00375,2023-03-06,Post-Purchase,,2,2,Yes,Debit
SRV000736,CUST00852,2023-02-07,Post-Purchase,,2,3,Yes,Gift Card
SRV000737,CUST00865,2024-09-15,Post-Purchase,,2,3,Maybe,Mastercard
SRV000738,CUST00729,2022-12-23,NPS,10.0,4,1,Yes,Mastercard
SRV000739,CUST00244,2022-07-15,NPS,9.0,5,4,Yes,Gift Card
SRV000740,CUST00607,2024-04-15,Post-Purchase,,4,3,No,Mastercard
SRV000741,CUST00836,2022-11-10,Post-Purchase,,1,3,Yes,Gift Card
SRV000742,CUST00912,2023-08-09,NPS,6.0,2,2,Maybe,Cash
SRV000743,CUST00252,2023-12-29,NPS,7.0,3,1,No,Debit
SRV000744,CUST00083,2024-01-26,NPS,10.0,4,4,Yes,Mastercard
SRV000745,CUST00592,2022-06-07,Post-Purchase,,5,1,Maybe,Debit
SRV000746,CUST00674,2024-02-12,Annual,,5,1,Maybe,Mastercard
SRV000747,CUST00130,2022-04-13,NPS,8.0,4,5,Yes,Visa
SRV000748,CUST00428,2023-07-10,Post-Purchase,,4,5,No,Debit
SRV000749,CUST00047,2024-10-09,Annual,,4,4,Yes,Mastercard
SRV000750,CUST00703,2024-04-28,Post-Purchase,,5,1,Yes,Debit
SRV000751,CUST00763,2023-05-20,NPS,7.0,2,2,No,Visa
SRV000752,CUST00871,2024-03-02,NPS,8.0,4,3,No,Debit
SRV000753,CUST00587,2024-06-01,Post-Purchase,,5,3,Yes,Mastercard
SRV000754,CUST00136,2023-08-19,Post-Purchase,,5,3,No,Debit
SRV000755,CUST00556,2023-08-25,NPS,7.0,5,2,No,Visa
SRV000756,CUST00698,2024-07-18,NPS,7.0,5,4,Yes,Debit
SRV000757,CUST00640,2023-11-17,Post-Purchase,,5,3,No,Mastercard
SRV000758,CUST00964,2024-12-13,Post-Purchase,,3,1,Yes,Cash
SRV000759,CUST00840,2022-11-17,Post-Purchase,,2,3,No,Debit
SRV000760,CUST00751,2024-01-31,Post-Purchase,,5,2,Yes,Debit
SRV000761,CUST00040,2024-03-19,NPS,5.0,3,2,Yes,Visa
SRV000762,CUST00501,2024-06-15,NPS,10.0,2,4,No,Mastercard
SRV000763,CUST00964,2023-01-29,NPS,1.0,3,3,Maybe,Cash
SRV000764,CUST00763,2023-06-04,Post-Purchase,,2,1,Yes,Visa
SRV000765,CUST00887,2022-11-04,NPS,8.0,4,2,Yes,Visa
SRV000766,CUST00712,2024-11-10,Post-Purchase,,2,2,Yes,Visa
SRV000767,CUST00243,2023-05-11,NPS,9.0,3,4,Yes,Gift Card
SRV000768,CUST00549,2024-06-19,Post-Purchase,,3,2,Yes,Cash
SRV000769,CUST00907,2022-08-06,Post-Purchase,,4,1,Yes,Visa
SRV000770,CUST00030,2024-11-08,NPS,10.0,4,3,No,Mastercard
SRV000771,CUST00533,2024-04-23,NPS,8.0,5,2,Maybe,Mastercard
SRV000772,CUST00616,2023-11-24,NPS,0.0,4,5,Yes,Visa
SRV000773,CUST00568,2022-06-22,Annual,,5,3,No,Debit
SRV000774,CUST00954,2023-02-20,NPS,9.0,5,2,No,Mastercard
SRV000775,CUST00349,2024-12-10,Post-Purchase,,5,3,Yes,Cash
SRV000776,CUST00862,2023-02-22,NPS,7.0,4,4,Maybe,Debit
SRV000777,CUST00795,2023-08-31,NPS,9.0,4,4,Yes,Cash
SRV000778,CUST00252,2022-11-19,Post-Purchase,,5,5,Yes,Debit
SRV000779,CUST00088,2023-01-07,NPS,1.0,4,3,Yes,Gift Card
SRV000780,CUST00076,2024-08-29,NPS,8.0,3,5,No,Mastercard
SRV000781,CUST00942,2024-05-10,Post-Purchase,,3,2,Yes,Debit
SRV000782,CUST00616,2024-06-14,NPS,4.0,5,1,Maybe,Visa
SRV000783,CUST00073,2024-11-14,Annual,,4,3,No,Visa
SRV000784,CUST00369,2022-02-10,NPS,5.0,5,4,Yes,Mastercard
SRV000785,CUST00270,2022-03-23,NPS,1.0,4,1,Yes,Mastercard
SRV000786,CUST00019,2024-06-19,NPS,9.0,5,1,No,Mastercard
SRV000787,CUST00452,2023-10-11,Post-Purchase,,5,2,Yes,Mastercard
SRV000788,CUST00398,2024-09-26,Post-Purchase,,4,1,Yes,Cash
SRV000789,CUST00459,2024-12-12,Post-Purchase,,1,2,No,Visa
SRV000790,CUST00761,2022-01-23,Post-Purchase,,4,5,Maybe,Debit
SRV000791,CUST00451,2023-06-09,NPS,7.0,4,4,Yes,Mastercard
SRV000792,CUST00799,2023-10-10,Post-Purchase,,4,3,No,Mastercard
SRV000793,CUST00953,2023-06-21,NPS,6.0,4,4,Yes,Mastercard
SRV000794,CUST00843,2022-11-25,NPS,1.0,2,1,No,Cash
SRV000795,CUST00316,2022-04-08,Post-Purchase,,3,2,Yes,Gift Card
SRV000796,CUST00038,2022-08-18,NPS,9.0,3,4,Yes,Debit
SRV000797,CUST00162,2023-01-21,Annual,,4,4,Yes,Debit
SRV000798,CUST00195,2024-03-05,NPS,8.0,5,2,Maybe,Mastercard
SRV000799,CUST00420,2022-05-26,Annual,,1,3,Yes,Visa
SRV000800,CUST00051,2023-05-01,Annual,,5,3,Maybe,Cash
SRV000801,CUST00347,2022-07-11,NPS,9.0,3,2,Yes,Mastercard
SRV000802,CUST00520,2022-11-13,NPS,10.0,5,4,Yes,Mastercard
SRV000803,CUST00227,2024-08-11,Post-Purchase,,4,2,Yes,Gift Card
SRV000804,CUST00166,2022-03-03,NPS,6.0,4,3,Yes,Debit
SRV000805,CUST00149,2023-11-13,Post-Purchase,,5,5,Yes,Mastercard
SRV000806,CUST00292,2022-06-04,Post-Purchase,,4,4,Maybe,Mastercard
SRV000807,CUST00447,2024-06-04,NPS,9.0,4,3,Yes,Debit
SRV000808,CUST00114,2022-03-21,NPS,8.0,1,3,Yes,Mastercard
SRV000809,CUST00157,2023-03-05,NPS,8.0,4,3,No,Debit
SRV000810,CUST00017,2022-11-21,NPS,9.0,4,3,Yes,Visa
SRV000811,CUST00124,2023-01-10,Post-Purchase,,4,2,Yes,Mastercard
SRV000812,CUST00476,2023-06-14,Post-Purchase,,5,2,No,Cash
SRV000813,CUST00340,2022-06-12,Annual,,4,1,No,Cash
SRV000814,CUST00105,2024-12-19,NPS,5.0,4,3,No,Debit
SRV000815,CUST00519,2022-12-14,Annual,,3,5,Yes,Gift Card
SRV000816,CUST00269,2023-03-08,NPS,1.0,5,3,No,Visa
SRV000817,CUST00536,2022-03-06,NPS,6.0,3,4,No,Visa
SRV000818,CUST00813,2023-05-10,Annual,,4,4,Yes,Mastercard
SRV000819,CUST00817,2024-09-15,Post-Purchase,,5,2,Yes,Visa
SRV000820,CUST01000,2022-12-23,Post-Purchase,,2,3,Maybe,Debit
SRV000821,CUST00512,2023-09-21,Post-Purchase,,4,2,Maybe,Mastercard
SRV000822,CUST00965,2023-02-01,NPS,9.0,3,2,Yes,Debit
SRV000823,CUST00905,2023-07-06,NPS,5.0,3,5,No,Debit
SRV000824,CUST00416,2024-01-06,Post-Purchase,,5,5,Maybe,Mastercard
SRV000825,CUST00601,2022-12-06,Post-Purchase,,4,3,Yes,Mastercard
SRV000826,CUST00805,2022-12-24,Post-Purchase,,3,4,Yes,Visa
SRV000827,CUST00156,2022-11-08,NPS,2.0,5,1,Yes,Debit
SRV000828,CUST00672,2023-12-23,Annual,,5,5,No,Mastercard
SRV000829,CUST00001,2024-08-25,Post-Purchase,,2,5,Maybe,Mastercard
SRV000830,CUST00027,2022-06-25,Post-Purchase,,4,2,Yes,Debit
SRV000831,CUST00896,2022-11-09,Annual,,5,5,Yes,Visa
SRV000832,CUST00035,2024-05-11,Post-Purchase,,4,4,Yes,Mastercard
SRV000833,CUST00012,2022-12-25,Post-Purchase,,4,4,Yes,Cash
SRV000834,CUST00627,2022-11-27,Annual,,3,1,Yes,Mastercard
SRV000835,CUST00499,2023-03-01,NPS,1.0,4,2,Yes,Visa
SRV000836,CUST00202,2024-07-12,NPS,8.0,2,2,Yes,Mastercard
SRV000837,CUST00754,2023-05-19,NPS,6.0,4,1,Yes,Mastercard
SRV000838,CUST00450,2024-05-09,Annual,,5,5,Maybe,Mastercard
SRV000839,CUST00845,2024-04-24,Post-Purchase,,5,2,Yes,Mastercard
SRV000840,CUST00943,2023-06-29,NPS,3.0,5,2,Yes,Debit
SRV000841,CUST00260,2023-07-26,Post-Purchase,,5,5,Maybe,Visa
SRV000842,CUST00938,2022-04-01,Post-Purchase,,4,5,No,Debit
SRV000843,CUST00841,2024-09-29,Post-Purchase,,5,5,Yes,Visa
SRV000844,CUST00785,2024-12-01,NPS,7.0,5,2,Yes,Visa
SRV000845,CUST00423,2023-09-28,NPS,8.0,5,1,Yes,Mastercard
SRV000846,CUST00659,2022-02-08,Post-Purchase,,4,5,Maybe,Cash
SRV000847,CUST00798,2022-06-07,Annual,,3,1,No,Visa
SRV000848,CUST00096,2022-04-02,Post-Purchase,,3,2,Yes,Debit
SRV000849,CUST00245,2022-05-29,Post-Purchase,,5,3,Maybe,Mastercard
SRV000850,CUST00210,2022-02-16,Post-Purchase,,4,5,Maybe,Mastercard
SRV000851,CUST00135,2022-04-27,NPS,9.0,2,3,No,Mastercard
SRV000852,CUST00046,2024-04-01,NPS,3.0,4,1,No,Debit
SRV000853,CUST00856,2023-03-09,NPS,9.0,5,1,No,Mastercard
SRV000854,CUST00298,2024-05-28,Post-Purchase,,5,1,No,Mastercard
SRV000855,CUST00405,2024-10-31,NPS,6.0,3,3,No,Cash
SRV000856,CUST00663,2024-02-01,NPS,10.0,4,2,Maybe,Mastercard
SRV000857,CUST00312,2023-03-18,NPS,2.0,3,3,No,Debit
SRV000858,CUST00981,2024-12-09,NPS,10.0,5,3,Yes,Mastercard
SRV000859,CUST00163,2024-07-06,Post-Purchase,,2,5,Maybe,Debit
SRV000860,CUST00770,2024-06-21,Post-Purchase,,3,3,Yes,Visa
SRV000861,CUST00748,2022-05-20,Post-Purchase,,5,3,Yes,Mastercard
SRV000862,CUST00876,2024-02-17,Post-Purchase,,4,5,Maybe,Mastercard
SRV000863,CUST00877,2023-03-22,NPS,8.0,4,3,No,Mastercard
SRV000864,CUST00591,2024-09-16,Annual,,4,3,Yes,Mastercard
SRV000865,CUST00201,2022-01-03,Post-Purchase,,5,2,No,Debit
SRV000866,CUST00548,2023-08-13,Post-Purchase,,2,5,Yes,Mastercard
SRV000867,CUST00879,2023-07-27,NPS,8.0,5,1,Yes,Gift Card
SRV000868,CUST00224,2022-03-10,NPS,8.0,5,5,Yes,Mastercard
SRV000869,CUST00282,2023-08-10,Post-Purchase,,4,4,Maybe,Cash
SRV000870,CUST00809,2024-07-03,Post-Purchase,,4,2,No,Mastercard
SRV000871,CUST00947,2022-10-01,Post-Purchase,,4,3,Yes,Visa
SRV000872,CUST00694,2023-03-21,Post-Purchase,,1,1,Maybe,Mastercard
SRV000873,CUST00281,2024-10-28,NPS,10.0,4,4,No,Mastercard
SRV000874,CUST00316,2023-07-26,Post-Purchase,,4,5,Yes,Gift Card
SRV000875,CUST00886,2023-08-27,NPS,7.0,4,3,Yes,Cash
SRV000876,CUST00312,2022-05-24,NPS,6.0,2,3,Yes,Debit
SRV000877,CUST00490,2024-06-16,Post-Purchase,,3,2,No,Visa
SRV000878,CUST00222,2022-09-06,NPS,3.0,5,2,Yes,Mastercard
SRV000879,CUST00478,2024-03-31,Post-Purchase,,2,3,Yes,Visa
SRV000880,CUST00566,2024-01-30,Post-Purchase,,4,5,Yes,Mastercard
SRV000881,CUST00678,2024-08-23,Post-Purchase,,3,1,Yes,Debit
SRV000882,CUST00074,2022-06-01,Post-Purchase,,4,3,Yes,Cash
SRV000883,CUST00451,2022-06-19,NPS,10.0,5,5,Yes,Mastercard
SRV000884,CUST00350,2023-04-07,NPS,9.0,5,5,No,Mastercard
SRV000885,CUST00586,2022-07-10,Post-Purchase,,5,5,No,Cash
SRV000886,CUST00187,2023-12-04,NPS,10.0,2,2,No,Debit
SRV000887,CUST00045,2022-10-17,Annual,,3,2,No,Mastercard
SRV000888,CUST00117,2024-03-10,Annual,,5,1,Yes,Mastercard
SRV000889,CUST00774,2024-03-04,Post-Purchase,,4,1,Maybe,Mastercard
SRV000890,CUST00176,2022-08-11,Post-Purchase,,4,5,Maybe,Visa
SRV000891,CUST00562,2023-04-25,Post-Purchase,,4,3,Yes,Mastercard
SRV000892,CUST00290,2024-02-01,Post-Purchase,,5,1,No,Mastercard
SRV000893,CUST00247,2023-12-29,Post-Purchase,,4,1,No,Visa
SRV000894,CUST00326,2023-10-31,NPS,9.0,3,5,Yes,Visa
SRV000895,CUST00568,2022-06-17,Post-Purchase,,4,1,Yes,Debit
SRV000896,CUST00641,2024-04-06,Post-Purchase,,4,3,No,Debit
SRV000897,CUST00662,2024-06-11,Post-Purchase,,4,2,No,Mastercard
SRV000898,CUST00056,2022-12-02,Post-Purchase,,4,1,Yes,Visa
SRV000899,CUST00920,2023-01-29,NPS,6.0,5,5,No,Debit
SRV000900,CUST00327,2022-07-20,NPS,9.0,5,3,Maybe,Visa
SRV000901,CUST00812,2023-10-12,NPS,7.0,5,3,No,Mastercard
SRV000902,CUST00959,2022-04-22,NPS,10.0,4,1,Yes,Mastercard
SRV000903,CUST00379,2023-10-04,NPS,6.0,4,4,Maybe,Debit
SRV000904,CUST00846,2023-09-01,Post-Purchase,,5,3,Yes,Gift Card
SRV000905,CUST00029,2022-02-02,Post-Purchase,,4,4,Yes,Mastercard
SRV000906,CUST00704,2023-01-02,NPS,7.0,5,1,No,Mastercard
SRV000907,CUST00303,2024-10-22,Post-Purchase,,5,3,Yes,Mastercard
SRV000908,CUST00817,2023-08-19,Annual,,5,1,No,Visa
SRV000909,CUST00588,2024-03-21,Post-Purchase,,2,5,Yes,Visa
SRV000910,CUST00789,2023-08-22,NPS,9.0,3,2,Yes,Mastercard
SRV000911,CUST00927,2022-11-11,Annual,,4,2,Yes,Visa
SRV000912,CUST00102,2022-06-20,Post-Purchase,,4,3,Maybe,Mastercard
SRV000913,CUST00696,2024-12-20,Annual,,4,1,Yes,Visa
SRV000914,CUST00896,2024-11-08,Post-Purchase,,4,2,No,Visa
SRV000915,CUST00294,2023-03-11,NPS,9.0,5,4,Yes,Mastercard
SRV000916,CUST00433,2024-05-30,NPS,10.0,4,2,Yes,Mastercard
SRV000917,CUST00423,2024-02-20,Post-Purchase,,4,2,No,Mastercard
SRV000918,CUST00115,2024-02-23,Annual,,4,2,Maybe,Debit
SRV000919,CUST00706,2022-02-24,Annual,,2,4,Maybe,Gift Card
SRV000920,CUST00714,2022-01-25,Annual,,5,2,No,Debit
SRV000921,CUST00207,2023-11-25,NPS,7.0,5,3,Yes,Debit
SRV000922,CUST00872,2024-04-03,Post-Purchase,,2,3,Maybe,Cash
SRV000923,CUST00462,2024-05-08,Post-Purchase,,2,2,Yes,Visa
SRV000924,CUST00199,2024-05-18,Post-Purchase,,3,2,Yes,Mastercard
SRV000925,CUST00992,2023-05-29,NPS,9.0,4,2,Yes,Mastercard
SRV000926,CUST00055,2023-12-17,Annual,,4,2,No,Mastercard
SRV000927,CUST00901,2022-10-05,Annual,,3,2,Maybe,Visa
SRV000928,CUST00784,2024-12-02,Post-Purchase,,3,4,Yes,Debit
SRV000929,CUST00676,2022-05-21,Post-Purchase,,2,2,Yes,Mastercard
SRV000930,CUST00709,2024-02-10,NPS,4.0,5,2,Yes,Mastercard
SRV000931,CUST00953,2024-08-17,Annual,,4,1,Yes,Mastercard
SRV000932,CUST00747,2023-02-16,NPS,10.0,3,3,Maybe,Mastercard
SRV000933,CUST00656,2022-02-11,Post-Purchase,,4,4,No,Debit
SRV000934,CUST00767,2023-11-14,Post-Purchase,,4,1,Yes,Visa
SRV000935,CUST00143,2024-09-30,Post-Purchase,,5,4,Maybe,Mastercard
SRV000936,CUST00035,2022-02-20,Annual,,5,4,Yes,Mastercard
SRV000937,CUST00338,2024-07-01,NPS,10.0,4,5,Yes,Mastercard
SRV000938,CUST00552,2022-05-20,Post-Purchase,,2,1,No,Cash
SRV000939,CUST00522,2024-12-04,Post-Purchase,,5,4,Maybe,Cash
SRV000940,CUST00273,2023-10-05,NPS,10.0,4,1,Yes,Visa
SRV000941,CUST00040,2022-02-14,NPS,7.0,5,1,No,Visa
SRV000942,CUST00563,2022-05-17,Post-Purchase,,4,2,Maybe,Visa
SRV000943,CUST00371,2023-12-25,NPS,7.0,4,3,Yes,Mastercard
SRV000944,CUST00775,2023-11-03,NPS,4.0,5,2,Yes,Debit
SRV000945,CUST00518,2023-12-04,NPS,1.0,4,4,Yes,Debit
SRV000946,CUST00083,2022-05-28,NPS,10.0,3,3,No,Mastercard
SRV000947,CUST00997,2024-09-09,Post-Purchase,,5,4,No,Mastercard
SRV000948,CUST00010,2023-05-26,Post-Purchase,,4,5,Yes,Visa
SRV000949,CUST00001,2023-05-30,NPS,9.0,4,3,No,Mastercard
SRV000950,CUST00671,2023-08-21,Post-Purchase,,2,1,Yes,Cash
SRV000951,CUST00188,2024-11-26,Annual,,5,3,Maybe,Debit
SRV000952,CUST00734,2022-01-10,NPS,10.0,4,2,Maybe,Mastercard
SRV000953,CUST00195,2023-04-12,NPS,5.0,4,1,Yes,Mastercard
SRV000954,CUST00173,2024-08-14,NPS,7.0,5,5,Yes,Mastercard
SRV000955,CUST00372,2022-07-23,NPS,10.0,3,4,No,Mastercard
SRV000956,CUST00417,2024-04-21,Annual,,3,5,No,Cash
SRV000957,CUST00139,2023-07-06,Post-Purchase,,4,4,Maybe,Mastercard
SRV000958,CUST00810,2023-06-11,NPS,5.0,3,1,No,Cash
SRV000959,CUST00856,2023-05-16,Post-Purchase,,4,2,Yes,Mastercard
SRV000960,CUST00662,2024-06-13,Annual,,4,3,Maybe,Mastercard
SRV000961,CUST00858,2022-03-24,NPS,5.0,5,2,Maybe,Mastercard
SRV000962,CUST00017,2022-12-20,Post-Purchase,,5,5,Yes,Visa
SRV000963,CUST00164,2023-09-06,Post-Purchase,,4,3,No,Visa
SRV000964,CUST00475,2024-03-24,NPS,10.0,5,3,No,Cash
SRV000965,CUST00618,2022-11-14,NPS,7.0,4,1,Maybe,Debit
SRV000966,CUST00743,2024-02-12,Post-Purchase,,3,3,No,Mastercard
SRV000967,CUST00946,2023-12-11,Annual,,2,5,Maybe,Debit
SRV000968,CUST00265,2024-05-30,NPS,9.0,1,2,No,Visa
SRV000969,CUST00979,2022-08-12,Annual,,3,2,No,Cash
SRV000970,CUST00213,2022-06-10,NPS,7.0,4,1,No,Debit
SRV000971,CUST00950,2023-09-10,NPS,9.0,4,4,Yes,Debit
SRV000972,CUST00707,2023-02-16,Annual,,5,3,Maybe,Mastercard
SRV000973,CUST00003,2022-04-27,NPS,10.0,3,5,Maybe,Visa
SRV000974,CUST00346,2023-05-15,Annual,,5,3,Yes,Mastercard
SRV000975,CUST00543,2023-06-03,NPS,8.0,5,5,No,Debit
SRV000976,CUST00027,2023-01-13,Post-Purchase,,5,3,Maybe,Debit
SRV000977,CUST00747,2023-08-06,Post-Purchase,,5,5,Yes,Mastercard
SRV000978,CUST00270,2023-08-20,NPS,1.0,4,1,Yes,Mastercard
SRV000979,CUST00543,2022-11-29,NPS,2.0,4,3,No,Debit
SRV000980,CUST00071,2022-05-16,Annual,,5,1,No,Mastercard
SRV000981,CUST00747,2024-02-07,Post-Purchase,,4,4,Maybe,Mastercard
SRV000982,CUST00198,2024-09-29,Annual,,5,1,Yes,Mastercard
SRV000983,CUST00104,2024-09-23,NPS,9.0,2,3,Yes,Visa
SRV000984,CUST00184,2022-02-10,Annual,,3,5,Yes,Mastercard
SRV000985,CUST00027,2023-08-05,Post-Purchase,,4,2,No,Debit
SRV000986,CUST00090,2023-12-03,Annual,,3,2,Yes,Cash
SRV000987,CUST00839,2022-07-10,Post-Purchase,,5,4,No,Debit
SRV000988,CUST00973,2022-05-22,NPS,8.0,4,3,Yes,Mastercard
SRV000989,CUST00858,2023-03-29,Post-Purchase,,4,1,No,Mastercard
SRV000990,CUST00162,2023-04-22,NPS,1.0,3,2,No,Debit
SRV000991,CUST00813,2022-03-03,Annual,,3,2,Yes,Mastercard
SRV000992,CUST00577,2024-03-08,Annual,,3,3,Yes,Debit
SRV000993,CUST00042,2024-04-07,Post-Purchase,,3,1,Yes,Debit
SRV000994,CUST00192,2023-06-30,Post-Purchase,,4,2,Yes,Mastercard
SRV000995,CUST00037,2023-01-27,Post-Purchase,,2,1,No,Visa
SRV000996,CUST00550,2022-06-07,Post-Purchase,,3,5,Yes,Debit
SRV000997,CUST00544,2022-03-05,Post-Purchase,,4,5,No,Visa
SRV000998,CUST00813,2024-05-17,Post-Purchase,,5,3,Yes,Mastercard
SRV000999,CUST00398,2024-08-15,Annual,,2,2,No,Cash
SRV001000,CUST00099,2024-10-14,Post-Purchase,,5,1,Maybe,Mastercard
SRV001001,CUST00467,2023-01-02,NPS,10.0,5,4,No,Mastercard
SRV001002,CUST00363,2023-12-22,Annual,,4,3,No,Debit
SRV001003,CUST00942,2023-03-05,Annual,,5,3,Yes,Debit
SRV001004,CUST00353,2024-03-24,Post-Purchase,,5,2,No,Debit
SRV001005,CUST00378,2024-08-28,Annual,,4,2,Yes,Debit
SRV001006,CUST00028,2023-05-13,Post-Purchase,,3,4,Yes,Visa
SRV001007,CUST00952,2024-02-03,Post-Purchase,,4,5,No,Cash
SRV001008,CUST00654,2023-12-04,Post-Purchase,,5,4,Maybe,Mastercard
SRV001009,CUST00743,2022-09-10,Post-Purchase,,5,1,Yes,Mastercard
SRV001010,CUST00794,2022-02-23,NPS,1.0,4,4,Yes,Cash
SRV001011,CUST00728,2024-08-15,Post-Purchase,,4,4,No,Mastercard
SRV001012,CUST00590,2023-06-16,NPS,2.0,5,2,Maybe,Visa
SRV001013,CUST00112,2023-01-05,NPS,5.0,5,5,Yes,Debit
SRV001014,CUST00970,2023-03-05,Post-Purchase,,4,5,No,Visa
SRV001015,CUST00115,2024-08-10,NPS,8.0,4,5,Yes,Debit
SRV001016,CUST00972,2024-06-27,NPS,7.0,3,2,Yes,Mastercard
SRV001017,CUST00960,2023-07-15,NPS,4.0,4,3,Yes,Visa
SRV001018,CUST00797,2022-11-14,Post-Purchase,,2,5,Yes,Debit
SRV001019,CUST00837,2023-04-25,NPS,7.0,5,2,No,Mastercard
SRV001020,CUST00959,2024-06-16,Post-Purchase,,4,5,Maybe,Mastercard
SRV001021,CUST00246,2022-09-23,Post-Purchase,,4,1,Yes,Mastercard
SRV001022,CUST00537,2022-09-08,NPS,8.0,1,5,No,Debit
SRV001023,CUST00891,2024-08-02,Post-Purchase,,5,2,Yes,Visa
SRV001024,CUST00567,2022-10-15,Post-Purchase,,2,1,Maybe,Cash
SRV001025,CUST00162,2022-06-10,Post-Purchase,,5,4,Yes,Debit
SRV001026,CUST00733,2024-12-29,Post-Purchase,,3,4,Yes,Visa
SRV001027,CUST00086,2024-02-27,Annual,,5,4,No,Debit
SRV001028,CUST00622,2022-12-19,Post-Purchase,,4,5,Yes,Cash
SRV001029,CUST00722,2023-10-27,NPS,6.0,5,1,Yes,Mastercard
SRV001030,CUST00788,2023-01-09,NPS,6.0,2,4,Maybe,Debit
SRV001031,CUST00296,2024-12-21,NPS,10.0,3,2,No,Cash
SRV001032,CUST00179,2024-11-29,NPS,7.0,5,2,Yes,Mastercard
SRV001033,CUST00166,2023-05-23,NPS,10.0,5,3,Maybe,Debit
SRV001034,CUST00304,2024-05-11,Post-Purchase,,3,3,Maybe,Debit
SRV001035,CUST00182,2024-12-30,NPS,3.0,4,2,No,Visa
SRV001036,CUST00662,2022-07-08,NPS,7.0,5,3,Yes,Mastercard
SRV001037,CUST00349,2022-02-25,NPS,4.0,4,1,Yes,Cash
SRV001038,CUST00387,2023-04-18,Post-Purchase,,5,4,Maybe,Visa
SRV001039,CUST00105,2023-04-24,Post-Purchase,,3,1,Yes,Debit
SRV001040,CUST00685,2024-06-20,Annual,,5,2,Yes,Debit
SRV001041,CUST00863,2024-11-13,Post-Purchase,,2,2,No,Visa
SRV001042,CUST00944,2024-11-16,Post-Purchase,,5,4,Maybe,Cash
SRV001043,CUST00873,2024-12-24,Post-Purchase,,1,2,Maybe,Debit
SRV001044,CUST00422,2024-04-12,Post-Purchase,,4,4,No,Mastercard
SRV001045,CUST00838,2024-03-26,NPS,0.0,5,4,No,Gift Card
SRV001046,CUST00005,2023-12-03,Post-Purchase,,5,2,Yes,Mastercard
SRV001047,CUST00037,2024-08-14,NPS,9.0,4,2,No,Visa
SRV001048,CUST00733,2024-05-07,Annual,,3,2,Yes,Visa
SRV001049,CUST00789,2024-12-11,NPS,9.0,5,4,Maybe,Mastercard
SRV001050,CUST00458,2022-10-21,Annual,,3,3,Yes,Visa
SRV001051,CUST00900,2022-10-04,Annual,,3,2,Yes,Mastercard
SRV001052,CUST00839,2022-02-04,Post-Purchase,,2,5,Maybe,Debit
SRV001053,CUST00485,2023-10-31,NPS,9.0,3,5,No,Cash
SRV001054,CUST00213,2023-06-10,Post-Purchase,,3,4,Yes,Debit
