engagement_id,customer_id,engagement_date,engagement_type,points_value,channel,session_duration_sec,conversion_flag
ENG000785,CUST00945,2023-11-02,Points Earn,297,Online,0,0
ENG000786,CUST00903,2023-06-05,Points Earn,763,In-Store,0,0
ENG000787,CUST00829,2023-08-13,Points Redeem,477,Mobile App,0,0
ENG000788,CUST00573,2023-03-24,Promo Click,0,In-Store,1146,1
ENG000789,CUST00961,2024-10-04,Points Redeem,69,In-Store,0,0
ENG000790,CUST00229,2022-01-26,Points Earn,488,Online,0,0
ENG000791,CUST00188,2022-05-16,Promo Click,0,In-Store,340,1
ENG000792,CUST00458,2022-01-21,Promo Click,0,In-Store,509,0
ENG000793,CUST00860,2022-12-20,Points Redeem,527,In-Store,0,0
ENG000794,CUST00062,2023-08-27,Points Earn,602,Mobile App,0,0
ENG000795,CUST00182,2024-07-07,App Login,0,Online,560,0
ENG000796,CUST00593,2024-01-17,Points Earn,208,Mobile App,0,0
ENG000797,CUST00953,2023-12-20,Promo Click,0,Mobile App,402,0
ENG000798,CUST00034,2023-10-28,Points Redeem,189,In-Store,0,0
ENG000799,CUST00100,2023-10-25,Points Earn,142,Mobile App,0,0
ENG000800,CUST00464,2023-02-13,Points Earn,205,Online,0,0
ENG000801,CUST00621,2023-06-11,Promo Click,0,Mobile App,131,0
ENG000802,CUST00277,2024-04-23,Referral,0,Online,0,0
ENG000803,CUST00894,2022-05-26,Points Earn,549,Mobile App,0,0
ENG000804,CUST00724,2023-12-31,Points Earn,409,In-Store,0,0
ENG000805,CUST00932,2024-07-14,Points Earn,481,In-Store,0,0
ENG000806,CUST00304,2022-01-21,Points Earn,137,In-Store,0,0
ENG000807,CUST00020,2023-09-29,Points Earn,73,In-Store,0,0
ENG000808,CUST00469,2022-11-01,Promo Click,0,In-Store,1618,1
ENG000809,CUST00641,2023-08-05,Promo Click,0,In-Store,1563,0
ENG000810,CUST00253,2024-03-03,Points Earn,16,Mobile App,0,0
ENG000811,CUST00826,2024-04-21,Points Redeem,663,Mobile App,0,0
ENG000812,CUST00842,2024-02-19,Points Earn,204,In-Store,0,0
ENG000813,CUST00923,2024-03-24,Points Redeem,298,In-Store,0,0
ENG000814,CUST00848,2023-07-14,Points Redeem,138,Online,0,0
ENG000815,CUST00456,2022-04-25,Points Earn,632,Online,0,0
ENG000816,CUST00483,2023-04-08,Points Earn,76,In-Store,0,0
ENG000817,CUST00662,2024-05-12,Points Redeem,236,In-Store,0,0
ENG000818,CUST00522,2023-05-23,Points Redeem,180,Online,0,0
ENG000819,CUST00313,2024-04-10,Points Redeem,362,Online,0,0
ENG000820,CUST00317,2022-08-24,Points Redeem,72,Mobile App,0,0
ENG000821,CUST00871,2024-07-29,Points Earn,158,In-Store,0,0
ENG000822,CUST00342,2022-04-12,Points Earn,522,Online,0,0
ENG000823,CUST00600,2022-11-27,Points Redeem,25,In-Store,0,0
ENG000824,CUST00174,2023-10-28,Points Earn,52,Online,0,0
ENG000825,CUST00089,2023-02-17,Points Earn,88,Mobile App,0,0
ENG000826,CUST00808,2023-01-26,Promo Click,0,Mobile App,456,1
ENG000827,CUST00431,2024-05-05,App Login,0,In-Store,1452,0
ENG000828,CUST00304,2024-11-08,Points Earn,106,Mobile App,0,0
ENG000829,CUST00982,2022-08-27,Points Earn,81,Mobile App,0,0
ENG000830,CUST00795,2022-08-24,Points Earn,37,In-Store,0,0
ENG000831,CUST00992,2023-07-02,Points Earn,375,Online,0,0
ENG000832,CUST00093,2024-11-25,Referral,0,Mobile App,0,0
ENG000833,CUST00964,2022-02-08,Referral,0,In-Store,0,0
ENG000834,CUST00219,2023-01-11,App Login,0,Mobile App,1598,0
ENG000835,CUST00756,2024-04-20,Points Redeem,34,In-Store,0,0
ENG000836,CUST00342,2024-04-05,Points Earn,370,Online,0,0
ENG000837,CUST00674,2022-01-07,Points Earn,608,In-Store,0,0
ENG000838,CUST00052,2024-07-17,Promo Click,0,In-Store,142,1
ENG000839,CUST00558,2022-05-02,Promo Click,0,In-Store,715,1
ENG000840,CUST00350,2023-04-17,App Login,0,Mobile App,772,0
ENG000841,CUST00726,2023-02-03,Points Earn,20,In-Store,0,0
ENG000842,CUST00984,2024-02-16,Points Earn,31,In-Store,0,0
ENG000843,CUST00387,2022-05-09,Points Earn,49,Online,0,0
ENG000844,CUST00459,2023-06-25,Points Earn,175,Online,0,0
ENG000845,CUST00426,2023-12-14,Promo Click,0,Online,290,0
ENG000846,CUST00961,2024-12-30,Points Earn,697,In-Store,0,0
ENG000847,CUST00232,2023-07-18,Points Redeem,549,In-Store,0,0
ENG000848,CUST00763,2024-03-04,Points Earn,156,In-Store,0,0
ENG000849,CUST00994,2024-03-22,App Login,0,In-Store,559,0
ENG000850,CUST00339,2022-12-07,Points Earn,166,Online,0,0
ENG000851,CUST00194,2023-09-30,App Login,0,In-Store,1291,0
ENG000852,CUST00440,2022-08-12,Points Earn,479,Online,0,0
ENG000853,CUST00931,2022-04-28,Points Earn,575,In-Store,0,0
ENG000854,CUST00421,2024-05-03,Promo Click,0,In-Store,358,1
ENG000855,CUST00893,2024-11-16,Referral,0,Online,0,0
ENG000856,CUST00937,2024-01-13,Points Earn,33,In-Store,0,0
ENG000857,CUST00988,2023-04-05,Points Redeem,563,Mobile App,0,0
ENG000858,CUST00268,2024-10-05,App Login,0,Mobile App,1575,0
ENG000859,CUST00798,2024-03-28,Points Earn,42,In-Store,0,0
ENG000860,CUST00268,2023-11-03,Points Earn,198,In-Store,0,0
ENG000861,CUST00088,2022-12-12,Promo Click,0,In-Store,508,1
ENG000862,CUST00565,2024-12-31,Points Redeem,161,Online,0,0
ENG000863,CUST00243,2024-04-09,Points Earn,160,Mobile App,0,0
ENG000864,CUST00976,2024-08-28,Points Redeem,152,In-Store,0,0
ENG000865,CUST00076,2022-01-21,Points Earn,357,In-Store,0,0
ENG000866,CUST00062,2022-08-31,Points Earn,767,In-Store,0,0
ENG000867,CUST00236,2022-04-07,Points Earn,88,In-Store,0,0
ENG000868,CUST00480,2023-02-24,Points Earn,735,In-Store,0,0
ENG000869,CUST00974,2023-08-05,Promo Click,0,In-Store,787,1
ENG000870,CUST00865,2022-03-27,Promo Click,0,In-Store,1024,1
ENG000871,CUST00589,2022-07-01,Promo Click,0,Online,281,1
ENG000872,CUST00810,2024-01-12,Points Redeem,72,In-Store,0,0
ENG000873,CUST00192,2022-06-17,Promo Click,0,Mobile App,1510,0
ENG000874,CUST00691,2024-02-22,Points Earn,79,In-Store,0,0
ENG000875,CUST00750,2022-03-13,Points Redeem,79,In-Store,0,0
ENG000876,CUST00573,2024-03-15,Promo Click,0,In-Store,1071,0
ENG000877,CUST00532,2024-11-22,App Login,0,Online,113,0
ENG000878,CUST00312,2023-11-03,Points Redeem,179,Mobile App,0,0
ENG000879,CUST00944,2022-06-22,Points Earn,22,In-Store,0,0
ENG000880,CUST00688,2023-04-27,Points Redeem,42,Online,0,0
ENG000881,CUST00400,2022-07-30,Referral,0,In-Store,0,0
ENG000882,CUST00588,2022-07-04,Points Earn,192,Online,0,0
ENG000883,CUST00895,2022-03-22,Promo Click,0,Online,903,0
ENG000884,CUST00632,2022-06-22,Points Earn,144,In-Store,0,0
ENG000885,CUST00154,2022-01-07,Points Redeem,252,Online,0,0
ENG000886,CUST00985,2023-10-30,App Login,0,Online,688,0
ENG000887,CUST00108,2024-03-12,App Login,0,Online,54,0
ENG000888,CUST00084,2023-01-01,Promo Click,0,In-Store,851,1
ENG000889,CUST00308,2023-12-19,Points Earn,293,In-Store,0,0
ENG000890,CUST00343,2024-08-02,Points Earn,326,Mobile App,0,0
ENG000891,CUST00604,2022-12-02,Points Earn,81,In-Store,0,0
ENG000892,CUST00754,2024-02-20,Points Earn,232,Online,0,0
ENG000893,CUST00245,2023-07-13,Points Earn,387,In-Store,0,0
ENG000894,CUST00875,2022-05-23,App Login,0,In-Store,854,0
ENG000895,CUST00984,2024-08-27,Points Earn,148,In-Store,0,0
ENG000896,CUST00393,2023-03-02,Points Earn,127,Online,0,0
ENG000897,CUST00701,2022-03-15,Points Earn,168,In-Store,0,0
ENG000898,CUST00674,2023-04-15,App Login,0,Mobile App,184,0
ENG000899,CUST00271,2023-07-05,Points Earn,365,Online,0,0
ENG000900,CUST00851,2024-04-02,Promo Click,0,In-Store,725,0
ENG000901,CUST00691,2023-08-22,Promo Click,0,In-Store,1536,1
ENG000902,CUST00393,2023-04-23,App Login,0,In-Store,954,0
ENG000903,CUST00195,2023-10-11,Points Earn,429,In-Store,0,0
ENG000904,CUST00912,2024-09-26,Points Earn,71,In-Store,0,0
ENG000905,CUST00379,2022-07-29,Promo Click,0,Online,1751,1
ENG000906,CUST00540,2022-12-21,App Login,0,In-Store,618,0
ENG000907,CUST00230,2022-08-07,Referral,0,Mobile App,0,0
ENG000908,CUST00025,2022-04-07,Promo Click,0,Mobile App,1672,0
ENG000909,CUST00119,2024-03-11,Promo Click,0,In-Store,1637,0
ENG000910,CUST00296,2022-12-19,Promo Click,0,Online,878,1
ENG000911,CUST00076,2024-12-01,Promo Click,0,In-Store,592,0
ENG000912,CUST00491,2024-03-21,Promo Click,0,In-Store,627,0
ENG000913,CUST00558,2023-02-01,Points Redeem,567,Online,0,0
ENG000914,CUST00251,2024-08-05,App Login,0,In-Store,1733,0
ENG000915,CUST00179,2023-07-10,Points Redeem,349,Online,0,0
ENG000916,CUST00984,2023-12-26,Points Earn,58,In-Store,0,0
ENG000917,CUST00697,2024-06-07,Points Redeem,290,In-Store,0,0
ENG000918,CUST00714,2024-07-22,Promo Click,0,Mobile App,603,0
ENG000919,CUST00959,2022-11-03,Promo Click,0,In-Store,1372,0
ENG000920,CUST00522,2023-04-28,App Login,0,In-Store,646,0
ENG000921,CUST00569,2024-01-22,Points Earn,793,In-Store,0,0
ENG000922,CUST00655,2024-02-12,Points Earn,111,In-Store,0,0
ENG000923,CUST00106,2022-12-01,Promo Click,0,In-Store,1117,1
ENG000924,CUST00941,2024-11-21,Points Earn,175,In-Store,0,0
ENG000925,CUST00198,2023-04-14,App Login,0,Mobile App,1076,0
ENG000926,CUST00270,2024-12-07,Points Earn,269,Mobile App,0,0
ENG000927,CUST00275,2024-09-06,Points Redeem,748,In-Store,0,0
ENG000928,CUST00832,2023-01-15,Promo Click,0,Mobile App,948,0
ENG000929,CUST00668,2024-05-19,Points Redeem,164,In-Store,0,0
ENG000930,CUST00084,2023-12-14,Points Redeem,387,Online,0,0
ENG000931,CUST00610,2024-11-23,Promo Click,0,Online,1040,1
ENG000932,CUST00975,2023-07-27,Promo Click,0,In-Store,1205,0
ENG000933,CUST00397,2024-01-05,Points Earn,576,Online,0,0
ENG000934,CUST00382,2024-07-18,Points Earn,700,In-Store,0,0
ENG000935,CUST00937,2022-03-07,Points Earn,146,In-Store,0,0
ENG000936,CUST00596,2024-03-19,Promo Click,0,Mobile App,1406,0
ENG000937,CUST00669,2024-12-22,Promo Click,0,In-Store,1112,0
ENG000938,CUST00198,2023-04-02,Promo Click,0,In-Store,1387,0
ENG000939,CUST00306,2022-04-17,App Login,0,Online,1585,0
ENG000940,CUST00669,2024-09-26,Points Earn,268,In-Store,0,0
ENG000941,CUST00812,2022-02-15,Points Earn,384,In-Store,0,0
ENG000942,CUST00361,2024-01-12,Points Earn,210,Online,0,0
ENG000943,CUST00340,2024-04-24,Points Earn,85,In-Store,0,0
ENG000944,CUST00815,2022-08-06,Promo Click,0,In-Store,685,0
ENG000945,CUST00658,2023-03-13,Points Earn,107,In-Store,0,0
ENG000946,CUST00426,2022-12-24,Referral,0,In-Store,0,0
ENG000947,CUST00636,2023-08-12,App Login,0,Online,1226,0
ENG000948,CUST00906,2023-06-18,Points Earn,57,Online,0,0
ENG000949,CUST00026,2023-07-14,Promo Click,0,Online,1302,0
ENG000950,CUST00237,2024-06-26,Referral,0,Online,0,0
ENG000951,CUST00918,2024-04-01,Promo Click,0,Online,537,0
ENG000952,CUST00413,2024-07-11,Promo Click,0,In-Store,736,0
ENG000953,CUST00489,2024-09-27,Promo Click,0,In-Store,568,0
ENG000954,CUST00335,2022-02-25,Points Earn,70,In-Store,0,0
ENG000955,CUST00189,2024-12-11,Points Earn,91,In-Store,0,0
ENG000956,CUST00153,2022-09-27,Promo Click,0,In-Store,1063,0
ENG000957,CUST00329,2024-09-27,Referral,0,In-Store,0,0
ENG000958,CUST00187,2022-05-06,Points Earn,165,In-Store,0,0
ENG000959,CUST00845,2023-11-30,App Login,0,In-Store,824,0
ENG000960,CUST00087,2024-05-17,Promo Click,0,In-Store,1764,0
ENG000961,CUST00345,2022-02-17,Promo Click,0,In-Store,133,0
ENG000962,CUST00207,2023-10-02,Promo Click,0,In-Store,133,0
ENG000963,CUST00077,2023-07-22,Points Earn,448,Mobile App,0,0
ENG000964,CUST00484,2022-05-07,Points Earn,385,Online,0,0
ENG000965,CUST00777,2023-09-19,Points Earn,61,In-Store,0,0
ENG000966,CUST00541,2023-02-04,Points Earn,593,Mobile App,0,0
ENG000967,CUST00532,2024-04-12,App Login,0,In-Store,931,0
ENG000968,CUST00042,2024-07-12,App Login,0,In-Store,855,0
ENG000969,CUST00441,2022-04-02,Promo Click,0,Online,1542,1
ENG000970,CUST00954,2022-08-31,Promo Click,0,In-Store,298,0
ENG000971,CUST00875,2023-11-12,Promo Click,0,In-Store,259,1
ENG000972,CUST00271,2023-12-13,Points Earn,670,In-Store,0,0
ENG000973,CUST00223,2022-05-29,App Login,0,Online,862,0
ENG000974,CUST00858,2022-08-28,Points Redeem,103,In-Store,0,0
ENG000975,CUST00453,2022-08-22,Points Redeem,486,In-Store,0,0
ENG000976,CUST00504,2022-12-02,Promo Click,0,Online,524,1
ENG000977,CUST00188,2022-09-17,Referral,0,In-Store,0,0
ENG000978,CUST00589,2023-06-04,Points Earn,397,In-Store,0,0
ENG000979,CUST00806,2023-06-29,Points Redeem,58,In-Store,0,0
ENG000980,CUST01000,2023-10-31,Points Earn,69,Mobile App,0,0
ENG000981,CUST00048,2024-10-04,Promo Click,0,In-Store,480,1
ENG000982,CUST00766,2024-11-08,Promo Click,0,In-Store,1692,0
ENG000983,CUST00361,2024-09-28,Referral,0,In-Store,0,0
ENG000984,CUST00477,2024-11-15,Promo Click,0,In-Store,490,1
ENG000985,CUST00449,2024-11-21,Referral,0,Mobile App,0,0
ENG000986,CUST00755,2022-11-15,Promo Click,0,In-Store,196,0
ENG000987,CUST00133,2024-06-26,Points Redeem,394,In-Store,0,0
ENG000988,CUST00940,2022-12-15,Points Earn,111,Online,0,0
ENG000989,CUST00739,2023-06-10,Points Earn,705,In-Store,0,0
ENG000990,CUST00076,2022-05-04,Points Redeem,476,In-Store,0,0
ENG000991,CUST00956,2022-10-19,Points Redeem,60,In-Store,0,0
ENG000992,CUST00421,2023-04-19,Points Redeem,79,In-Store,0,0
ENG000993,CUST00346,2022-10-16,Promo Click,0,Online,1539,0
ENG000994,CUST00942,2022-09-24,Points Redeem,126,Mobile App,0,0
ENG000995,CUST00005,2022-05-04,Points Redeem,139,Online,0,0
ENG000996,CUST00235,2024-07-11,Promo Click,0,Online,648,0
ENG000997,CUST00613,2023-02-26,Promo Click,0,Online,268,0
ENG000998,CUST00993,2022-03-26,Promo Click,0,In-Store,1215,0
ENG000999,CUST00517,2024-03-03,App Login,0,In-Store,1777,0
ENG001000,CUST00587,2023-06-26,Points Earn,357,In-Store,0,0
ENG001001,CUST00898,2023-05-21,Points Redeem,114,Mobile App,0,0
ENG001002,CUST00702,2024-05-04,App Login,0,In-Store,1751,0
ENG001003,CUST00159,2023-04-04,App Login,0,In-Store,1310,0
ENG001004,CUST00745,2023-02-21,Promo Click,0,Mobile App,693,1
ENG001005,CUST00826,2022-04-22,Promo Click,0,Mobile App,1589,0
ENG001006,CUST00139,2024-02-25,Points Redeem,619,In-Store,0,0
ENG001007,CUST00910,2022-01-12,Points Redeem,236,Online,0,0
ENG001008,CUST00924,2022-04-23,Promo Click,0,In-Store,631,1
ENG001009,CUST00452,2024-08-22,Points Redeem,748,In-Store,0,0
ENG001010,CUST00643,2022-08-07,App Login,0,Online,480,0
ENG001011,CUST00627,2022-02-21,App Login,0,In-Store,1650,0
ENG001012,CUST00270,2023-06-03,App Login,0,In-Store,241,0
ENG001013,CUST00748,2022-02-09,Promo Click,0,In-Store,554,0
ENG001014,CUST00170,2022-07-22,Points Earn,745,Online,0,0
ENG001015,CUST00567,2023-01-28,App Login,0,In-Store,1072,0
ENG001016,CUST00715,2022-04-06,Points Earn,180,In-Store,0,0
ENG001017,CUST00217,2023-06-05,Promo Click,0,In-Store,352,0
ENG001018,CUST00875,2024-11-10,Referral,0,In-Store,0,0
ENG001019,CUST00428,2024-05-18,Points Redeem,134,Online,0,0
ENG001020,CUST00939,2023-09-06,App Login,0,Online,1257,0
ENG001021,CUST00995,2023-08-30,Points Earn,788,In-Store,0,0
ENG001022,CUST00047,2024-03-12,Points Earn,777,In-Store,0,0
ENG001023,CUST00659,2023-07-23,Promo Click,0,In-Store,1137,0
ENG001024,CUST00537,2024-12-25,Points Redeem,68,In-Store,0,0
ENG001025,CUST00029,2023-11-05,Points Redeem,600,Mobile App,0,0
ENG001026,CUST00611,2024-12-16,App Login,0,In-Store,1430,0
ENG001027,CUST00772,2024-03-06,Referral,0,In-Store,0,0
ENG001028,CUST00553,2022-06-13,Promo Click,0,In-Store,473,0
ENG001029,CUST00143,2023-04-17,Points Earn,575,Online,0,0
ENG001030,CUST00245,2022-03-21,Points Earn,578,Mobile App,0,0
ENG001031,CUST00308,2024-11-11,Referral,0,Mobile App,0,0
ENG001032,CUST00045,2023-05-12,Promo Click,0,In-Store,198,0
ENG001033,CUST00133,2023-09-15,Points Earn,740,Online,0,0
ENG001034,CUST00343,2023-03-10,Points Redeem,134,Online,0,0
ENG001035,CUST00286,2022-06-28,Points Earn,184,Mobile App,0,0
ENG001036,CUST00622,2024-12-09,Points Earn,186,Online,0,0
ENG001037,CUST00968,2022-04-08,Points Earn,189,Online,0,0
ENG001038,CUST00668,2023-12-28,Points Earn,583,Mobile App,0,0
ENG001039,CUST00617,2023-08-05,Promo Click,0,In-Store,973,1
ENG001040,CUST00656,2022-05-18,Points Earn,71,In-Store,0,0
ENG001041,CUST00930,2023-05-08,Promo Click,0,In-Store,339,1
ENG001042,CUST00959,2023-06-01,App Login,0,Online,948,0
ENG001043,CUST00099,2024-03-26,Promo Click,0,Online,1158,0
ENG001044,CUST00168,2023-04-17,Points Earn,143,Online,0,0
ENG001045,CUST00208,2024-03-15,App Login,0,In-Store,1615,0
ENG001046,CUST00923,2023-04-19,Points Redeem,531,Online,0,0
ENG001047,CUST00209,2023-06-13,Promo Click,0,In-Store,473,0
ENG001048,CUST00294,2022-10-07,Referral,0,Mobile App,0,0
ENG001049,CUST00552,2023-03-17,Points Earn,173,In-Store,0,0
ENG001050,CUST00086,2023-04-18,App Login,0,In-Store,495,0
ENG001051,CUST00960,2024-03-25,Promo Click,0,In-Store,1468,0
ENG001052,CUST00973,2024-07-29,Points Earn,70,In-Store,0,0
ENG001053,CUST00329,2022-05-15,Promo Click,0,Online,596,0
ENG001054,CUST00537,2023-05-02,Points Earn,193,In-Store,0,0
ENG001055,CUST00138,2023-08-24,Points Earn,26,Online,0,0
ENG001056,CUST00465,2023-02-08,Promo Click,0,Online,1799,0
ENG001057,CUST00652,2022-12-17,Points Redeem,362,Mobile App,0,0
ENG001058,CUST00612,2022-03-28,Promo Click,0,Online,786,0
ENG001059,CUST00890,2022-12-16,Promo Click,0,Online,207,0
ENG001060,CUST00675,2023-05-15,Points Earn,548,Online,0,0
ENG001061,CUST00191,2023-03-30,Points Redeem,152,In-Store,0,0
ENG001062,CUST00992,2024-01-04,Referral,0,Online,0,0
ENG001063,CUST00695,2024-04-15,Referral,0,In-Store,0,0
ENG001064,CUST00697,2022-07-20,App Login,0,In-Store,764,0
ENG001065,CUST00231,2023-02-13,Points Earn,169,In-Store,0,0
ENG001066,CUST00382,2023-12-01,Points Redeem,568,In-Store,0,0
ENG001067,CUST00828,2024-02-13,Referral,0,In-Store,0,0
ENG001068,CUST00459,2023-05-20,Points Earn,177,In-Store,0,0
ENG001069,CUST00255,2022-09-15,Promo Click,0,In-Store,1164,0
ENG001070,CUST00173,2022-08-29,Points Redeem,692,Online,0,0
ENG001071,CUST00123,2024-06-23,Points Earn,247,Online,0,0
ENG001072,CUST00899,2024-11-01,Points Earn,30,In-Store,0,0
ENG001073,CUST00364,2023-10-25,Points Redeem,261,In-Store,0,0
ENG001074,CUST00811,2022-08-22,Points Redeem,538,In-Store,0,0
ENG001075,CUST00008,2024-08-22,Points Earn,521,Mobile App,0,0
ENG001076,CUST00855,2022-10-07,Points Earn,90,In-Store,0,0
ENG001077,CUST00121,2024-08-18,Points Redeem,97,In-Store,0,0
ENG001078,CUST00758,2023-09-18,Promo Click,0,In-Store,670,1
ENG001079,CUST00752,2022-03-06,Points Earn,69,Online,0,0
ENG001080,CUST00256,2022-02-13,Points Earn,96,In-Store,0,0
ENG001081,CUST00450,2022-03-21,Points Earn,73,Online,0,0
ENG001082,CUST00183,2023-10-11,Points Redeem,345,Mobile App,0,0
ENG001083,CUST00205,2024-09-22,App Login,0,Online,224,0
ENG001084,CUST00578,2023-12-18,Points Earn,64,Online,0,0
ENG001085,CUST00470,2022-10-15,Points Earn,441,In-Store,0,0
ENG001086,CUST00460,2024-06-21,App Login,0,Online,1625,0
ENG001087,CUST00971,2022-01-27,Points Earn,92,Online,0,0
ENG001088,CUST00076,2022-06-20,Points Earn,112,Mobile App,0,0
ENG001089,CUST00136,2023-04-19,App Login,0,In-Store,1655,0
ENG001090,CUST00531,2022-12-09,App Login,0,In-Store,1645,0
ENG001091,CUST00738,2024-04-28,Promo Click,0,Online,1502,0
ENG001092,CUST00987,2022-12-29,Promo Click,0,In-Store,1553,0
ENG001093,CUST00465,2022-07-07,App Login,0,In-Store,883,0
ENG001094,CUST00010,2023-01-08,App Login,0,In-Store,1154,0
ENG001095,CUST00724,2022-07-30,Points Earn,310,In-Store,0,0
ENG001096,CUST00356,2024-07-04,Promo Click,0,In-Store,1644,0
ENG001097,CUST00567,2024-09-04,Points Earn,157,Online,0,0
ENG001098,CUST00478,2022-05-30,App Login,0,Online,256,0
ENG001099,CUST00460,2024-05-21,Points Redeem,695,Mobile App,0,0
ENG001100,CUST00954,2022-03-24,Promo Click,0,Online,1362,0
ENG001101,CUST00235,2023-01-01,Promo Click,0,Online,1253,0
ENG001102,CUST00738,2023-08-15,Referral,0,Online,0,0
ENG001103,CUST00839,2024-04-04,App Login,0,Online,1646,0
ENG001104,CUST00144,2022-07-01,Points Redeem,342,Online,0,0
ENG001105,CUST00857,2023-02-05,Points Earn,114,Online,0,0
ENG001106,CUST00388,2022-02-04,Points Redeem,252,In-Store,0,0
ENG001107,CUST00906,2023-01-30,Promo Click,0,In-Store,1153,1
ENG001108,CUST00992,2024-09-20,Points Earn,627,Mobile App,0,0
ENG001109,CUST00002,2022-04-16,Promo Click,0,Mobile App,970,1
ENG001110,CUST00945,2023-02-01,Points Earn,625,In-Store,0,0
ENG001111,CUST00248,2022-05-15,Points Earn,49,Mobile App,0,0
ENG001112,CUST00221,2022-05-21,Promo Click,0,In-Store,572,0
ENG001113,CUST00946,2024-09-18,App Login,0,In-Store,827,0
ENG001114,CUST00249,2023-05-07,App Login,0,In-Store,1633,0
ENG001115,CUST00269,2023-01-29,Points Earn,39,In-Store,0,0
ENG001116,CUST00604,2022-11-18,Points Redeem,412,In-Store,0,0
ENG001117,CUST00766,2024-04-10,Promo Click,0,In-Store,266,0
ENG001118,CUST00629,2023-03-06,Points Redeem,127,In-Store,0,0
ENG001119,CUST00856,2022-09-12,Promo Click,0,In-Store,1135,1
ENG001120,CUST00265,2024-03-19,App Login,0,Online,1540,0
ENG001121,CUST00531,2023-02-14,Points Earn,291,In-Store,0,0
ENG001122,CUST00783,2022-01-14,Points Earn,54,In-Store,0,0
ENG001123,CUST00838,2024-06-21,Points Redeem,160,In-Store,0,0
ENG001124,CUST00268,2022-08-26,Points Earn,43,Online,0,0
ENG001125,CUST00663,2023-06-03,App Login,0,Online,1002,0
ENG001126,CUST00050,2023-12-27,Points Earn,637,In-Store,0,0
ENG001127,CUST00160,2022-01-10,Points Redeem,339,In-Store,0,0
ENG001128,CUST00248,2024-03-27,Points Redeem,146,In-Store,0,0
ENG001129,CUST00461,2024-04-24,Points Redeem,735,In-Store,0,0
ENG001130,CUST00748,2022-09-11,Points Earn,149,Online,0,0
ENG001131,CUST00788,2023-01-10,Points Redeem,111,Mobile App,0,0
ENG001132,CUST00448,2023-05-15,Promo Click,0,Mobile App,880,0
ENG001133,CUST00184,2022-08-02,Promo Click,0,In-Store,1332,0
ENG001134,CUST00562,2024-11-13,Points Earn,654,In-Store,0,0
ENG001135,CUST00422,2022-02-22,App Login,0,In-Store,147,0
ENG001136,CUST00384,2024-07-12,Points Redeem,188,In-Store,0,0
ENG001137,CUST00100,2023-09-18,Points Redeem,159,Mobile App,0,0
ENG001138,CUST00883,2024-09-20,App Login,0,Online,1439,0
ENG001139,CUST00386,2023-04-22,Points Earn,44,Mobile App,0,0
ENG001140,CUST00140,2022-10-31,Points Earn,692,In-Store,0,0
ENG001141,CUST00892,2022-01-03,App Login,0,Mobile App,43,0
ENG001142,CUST00774,2024-12-10,Promo Click,0,In-Store,1462,0
ENG001143,CUST00570,2024-06-15,Points Earn,485,In-Store,0,0
ENG001144,CUST00286,2022-10-03,Promo Click,0,In-Store,794,0
ENG001145,CUST00102,2024-02-01,Promo Click,0,In-Store,771,0
ENG001146,CUST00143,2024-08-03,Points Earn,794,In-Store,0,0
ENG001147,CUST00716,2023-10-14,Promo Click,0,Online,1505,0
ENG001148,CUST00075,2022-08-16,Promo Click,0,In-Store,989,0
ENG001149,CUST00962,2023-06-02,App Login,0,Online,109,0
ENG001150,CUST00546,2023-02-25,Promo Click,0,In-Store,1295,0
ENG001151,CUST00323,2022-10-10,Points Redeem,116,Mobile App,0,0
ENG001152,CUST00341,2022-06-15,Points Earn,665,In-Store,0,0
ENG001153,CUST00204,2022-10-10,Promo Click,0,In-Store,1549,0
ENG001154,CUST00888,2023-07-15,Points Earn,182,Online,0,0
ENG001155,CUST00905,2023-06-05,Points Earn,107,Mobile App,0,0
ENG001156,CUST00572,2023-07-12,Points Earn,253,In-Store,0,0
ENG001157,CUST00005,2023-11-03,App Login,0,In-Store,1223,0
ENG001158,CUST00398,2024-01-11,Promo Click,0,In-Store,1249,1
ENG001159,CUST00446,2022-10-09,Points Redeem,650,Mobile App,0,0
ENG001160,CUST00374,2022-07-24,Promo Click,0,In-Store,256,0
ENG001161,CUST00450,2024-11-23,Points Redeem,695,In-Store,0,0
ENG001162,CUST00936,2023-09-23,App Login,0,In-Store,185,0
ENG001163,CUST00953,2023-05-01,Points Earn,354,In-Store,0,0
ENG001164,CUST00044,2023-09-09,Points Earn,11,In-Store,0,0
ENG001165,CUST00080,2022-06-29,App Login,0,In-Store,1038,0
ENG001166,CUST00115,2023-11-28,Points Earn,153,Online,0,0
ENG001167,CUST00793,2024-10-25,Promo Click,0,Online,327,1
ENG001168,CUST00479,2022-12-29,Points Earn,494,Online,0,0
ENG001169,CUST00914,2024-12-22,Points Earn,169,Online,0,0
ENG001170,CUST00046,2022-09-23,Points Earn,57,In-Store,0,0
ENG001171,CUST00538,2024-09-26,Promo Click,0,Mobile App,1335,0
ENG001172,CUST00758,2023-02-23,Promo Click,0,Online,1411,1
ENG001173,CUST00215,2024-02-15,Promo Click,0,Online,1122,0
ENG001174,CUST00135,2022-04-24,Points Earn,334,Mobile App,0,0
ENG001175,CUST00041,2024-09-30,Promo Click,0,In-Store,535,0
